StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
BR007,2016-12-28,170.28,,24.86,24.61,49.48,,1.98,4.4,7.17,0.2,0.71,0.43,335.0,Very Poor
BR007,2016-12-29,269.91,,33.53,22.76,56.3,,2.41,2.57,4.28,0.26,0.82,0.5,391.0,Very Poor
BR007,2016-12-30,242.58,,40.33,21.6,61.94,,2.34,3.0,5.13,0.26,0.82,0.57,408.0,Severe
BR007,2016-12-31,158.75,,35.89,20.13,56.01,,1.82,1.19,5.09,0.25,0.75,0.51,346.0,Very Poor
BR007,2017-01-01,199.0,,8.72,18.69,27.48,,1.16,0.95,2.69,0.18,0.48,0.12,332.0,Very Poor
BR007,2017-01-02,307.27,,100.68,28.22,128.91,,3.89,4.88,5.88,0.38,1.32,1.09,,
BR007,2017-01-03,229.8,,37.9,18.89,56.73,,2.55,1.49,4.34,0.25,0.81,0.45,429.0,Severe
BR007,2017-01-04,180.95,,19.14,17.02,36.16,,1.76,5.77,4.16,0.18,0.56,0.25,345.0,Very Poor
BR007,2017-01-05,205.62,,36.6,17.87,54.46,,2.31,9.2,5.19,0.21,0.6,0.33,339.0,Very Poor
BR007,2017-01-06,238.36,,34.01,24.54,58.56,,2.3,11.88,5.03,0.24,0.73,0.4,403.0,Severe
BR007,2017-01-07,195.2,,43.54,32.98,76.53,,2.57,8.79,8.51,0.23,0.87,0.47,374.0,Very Poor
BR007,2017-01-08,223.67,,72.2,27.63,99.84,,2.72,9.47,6.99,0.25,0.84,0.53,360.0,Very Poor
BR007,2017-01-09,268.38,,102.71,35.12,137.84,,3.25,12.9,6.71,0.3,1.06,0.7,396.0,Very Poor
BR007,2017-01-10,174.41,,35.87,30.7,66.55,,2.08,11.81,8.5,0.22,0.91,0.57,406.0,Severe
BR007,2017-01-11,136.67,,14.58,24.84,39.42,,1.46,14.23,13.17,0.14,0.56,0.28,308.0,Very Poor
BR007,2017-01-12,138.12,,22.26,32.3,54.55,,1.72,9.79,16.93,0.17,0.6,0.32,313.0,Very Poor
BR007,2017-01-13,181.93,,34.0,38.0,72.0,,1.95,8.88,14.76,0.2,0.79,0.5,358.0,Very Poor
BR007,2017-01-14,220.1,,24.91,29.58,55.47,,2.47,15.99,18.1,0.17,0.65,0.27,352.0,Very Poor
BR007,2017-01-15,250.54,,32.92,30.79,63.74,,2.23,8.45,17.32,0.22,0.78,0.36,371.0,Very Poor
BR007,2017-01-16,243.71,,32.77,34.81,67.58,,2.15,8.73,15.81,0.24,0.81,0.43,407.0,Severe
BR007,2017-01-17,260.54,,44.33,42.82,87.15,,2.0,4.95,9.11,0.26,0.91,0.53,402.0,Severe
BR007,2017-01-18,422.59,,69.36,58.09,127.45,,2.39,4.28,7.53,0.25,0.92,0.56,520.0,Severe
BR007,2017-01-19,256.46,,55.97,55.48,111.46,,2.06,4.13,10.72,0.19,0.84,0.45,445.0,Severe
BR007,2017-01-20,136.57,,31.87,54.87,86.74,,1.15,4.28,21.18,0.15,0.62,0.25,335.0,Very Poor
BR007,2017-01-21,140.83,,28.93,49.75,78.68,,1.59,3.96,22.35,0.13,0.52,0.17,301.0,Very Poor
BR007,2017-01-22,201.33,,52.48,56.87,109.35,,1.25,4.21,9.84,0.16,0.6,0.14,336.0,Very Poor
BR007,2017-01-23,151.79,,32.35,49.08,81.44,,2.24,2.01,18.3,0.18,0.78,0.4,,
BR007,2017-01-24,218.21,,60.44,50.27,110.68,,2.18,1.41,10.86,0.2,0.81,0.48,353.0,Very Poor
BR007,2017-01-25,282.41,,108.87,52.7,161.57,,2.34,0.63,7.03,0.26,1.03,0.67,418.0,Severe
BR007,2017-01-26,273.71,,141.51,53.67,195.19,,2.6,1.14,8.56,0.28,1.13,0.63,416.0,Severe
BR007,2017-01-27,179.29,,86.81,51.11,137.92,,1.72,3.14,7.46,0.2,0.84,0.42,378.0,Very Poor
BR007,2017-01-28,61.92,,41.66,45.71,87.37,,1.26,2.73,9.89,0.1,0.55,0.17,230.0,Poor
BR007,2017-01-29,88.58,,46.39,51.1,97.49,,1.23,0.36,10.97,0.12,0.63,0.16,144.0,Moderate
BR007,2017-01-30,174.62,,61.56,47.22,108.78,,1.54,0.67,6.13,0.17,0.73,0.39,304.0,Very Poor
BR007,2017-01-31,135.36,,55.95,48.37,104.31,,1.6,1.9,10.46,0.16,0.68,0.29,321.0,Very Poor
BR007,2017-02-01,155.23,,36.26,36.71,72.97,,1.52,1.29,12.59,0.16,0.64,0.27,315.0,Very Poor
BR007,2017-02-02,172.17,,53.5,38.73,92.25,,1.71,8.97,5.78,0.18,0.67,0.22,331.0,Very Poor
BR007,2017-02-03,348.58,,64.08,39.15,103.21,,3.12,14.68,10.09,0.18,0.71,0.28,429.0,Severe
BR007,2017-02-04,263.04,,84.05,44.93,128.99,,3.3,21.77,12.33,0.26,0.93,0.54,419.0,Severe
BR007,2017-02-05,277.0,,167.06,53.5,220.56,,3.16,4.85,15.41,0.29,1.14,0.78,442.0,Severe
BR007,2017-02-06,290.88,,163.91,55.16,219.07,,2.95,3.48,18.03,0.28,1.09,0.74,443.0,Severe
BR007,2017-02-07,110.38,,39.12,45.31,84.43,,1.12,2.61,23.88,0.12,0.53,0.15,336.0,Very Poor
BR007,2017-02-08,146.47,,23.33,42.09,65.49,,1.05,4.92,34.67,0.09,0.42,0.08,304.0,Very Poor
BR007,2017-02-09,145.0,,19.37,48.79,68.16,,1.25,2.84,33.62,0.12,0.48,0.09,,
BR007,2017-02-10,,,,,,,,,,,,,,
BR007,2017-02-11,,,,,,,,,,,,,,
BR007,2017-02-12,,,,,,,,,,,,,,
BR007,2017-02-13,,,,,,,,,,,,,,
BR007,2017-02-14,,,,,,,,,,,,,,
BR007,2017-02-15,,,,,,,,,,,,,,
BR007,2017-02-16,,,,,,,,,,,,,,
BR007,2017-02-17,,,,,,,,,,,,,,
BR007,2017-02-18,,,,,,,,,,,,,,
BR007,2017-02-19,,,,,,,,,,,,,,
BR007,2017-02-20,,,,,,,,,,,,,,
BR007,2017-02-21,,,,,,,,,,,,,,
BR007,2017-02-22,,,,,,,,,,,,,,
BR007,2017-02-23,70.52,,21.36,109.62,130.98,,0.94,2.08,30.97,0.1,0.46,0.16,,
BR007,2017-02-24,65.5,,47.43,109.13,156.57,,0.66,2.51,24.84,0.06,0.31,0.03,161.0,Moderate
BR007,2017-02-25,,,,,,,,,,,,,,
BR007,2017-02-26,,,,,,,,,,,,,,
BR007,2017-02-27,,,,,,,,,,,,,,
BR007,2017-02-28,61.0,,6.3,95.21,101.5,,0.88,2.23,50.3,0.1,0.44,0.27,,
BR007,2017-03-01,108.2,,61.5,109.84,171.34,,1.5,2.22,23.92,0.16,0.68,0.53,,
BR007,2017-03-02,120.12,,124.7,114.26,238.96,,1.83,2.23,14.83,0.16,0.66,0.46,309.0,Very Poor
BR007,2017-03-03,89.54,,103.4,106.38,209.79,,1.54,2.23,14.1,0.13,0.6,0.33,254.0,Poor
BR007,2017-03-04,161.0,,102.9,92.34,186.37,,1.78,10.43,15.29,0.15,0.59,0.34,241.0,Poor
BR007,2017-03-05,99.37,,119.24,120.15,239.39,,1.54,2.15,20.65,0.12,0.6,0.24,325.0,Very Poor
BR007,2017-03-06,80.47,,34.65,115.06,149.72,,1.1,2.19,29.04,0.12,0.55,0.3,248.0,Poor
BR007,2017-03-07,98.35,,78.38,120.8,181.9,,2.29,2.21,27.18,0.16,0.67,0.45,195.0,Moderate
BR007,2017-03-08,152.52,,176.54,114.12,259.54,,1.88,2.18,23.5,0.19,0.76,0.52,315.0,Very Poor
BR007,2017-03-09,185.6,,87.74,94.13,181.86,,2.3,2.24,22.15,0.25,0.92,0.76,314.0,Very Poor
BR007,2017-03-10,169.79,,120.23,91.24,211.47,,1.89,2.26,14.82,0.2,0.75,0.51,356.0,Very Poor
BR007,2017-03-11,71.61,,83.4,70.52,153.92,,1.5,2.46,12.99,0.13,0.57,0.36,252.0,Poor
BR007,2017-03-12,97.92,,97.94,66.92,164.86,,1.68,2.71,13.82,0.11,0.42,0.14,190.0,Moderate
BR007,2017-03-13,,,,,,,,,,,,,,
BR007,2017-03-14,70.14,,27.38,76.12,103.5,,0.96,2.0,28.34,0.09,0.49,0.16,,
BR007,2017-03-15,115.38,,44.41,83.11,127.52,,1.66,2.33,28.39,0.11,0.37,0.12,216.0,Poor
BR007,2017-03-16,86.64,,13.7,38.53,47.02,,1.16,1.93,23.97,0.13,0.59,0.34,,
BR007,2017-03-17,125.96,,4.66,4.7,10.43,,2.47,,18.72,0.21,0.75,0.56,250.0,Poor
BR007,2017-03-18,145.47,,0.72,0.69,1.41,,1.71,,11.87,0.16,0.7,0.55,346.0,Very Poor
BR007,2017-03-19,127.63,,0.7,0.66,1.36,,1.42,,15.86,0.15,0.53,0.26,224.0,Poor
BR007,2017-03-20,76.75,,3.22,4.78,6.07,,1.85,,12.25,0.13,0.57,0.38,312.0,Very Poor
BR007,2017-03-21,98.03,,6.14,8.53,10.68,,1.43,,20.24,0.13,0.53,0.3,198.0,Moderate
BR007,2017-03-22,113.14,,5.95,8.56,10.51,,1.17,,23.76,0.15,0.68,0.45,215.0,Poor
BR007,2017-03-23,116.57,,6.59,6.8,9.39,,1.6,1.96,9.53,0.14,0.62,0.36,287.0,Poor
BR007,2017-03-24,253.65,,8.87,4.84,9.88,,0.87,2.17,5.82,0.12,0.66,0.2,326.0,Very Poor
BR007,2017-03-25,,,5.17,7.34,8.51,,1.3,1.38,6.43,0.19,0.81,0.66,,
BR007,2017-03-26,133.93,,5.09,8.05,9.15,,1.54,5.41,10.72,0.14,0.91,0.38,,
BR007,2017-03-27,106.58,,14.33,27.21,37.56,,2.43,9.22,18.51,0.17,0.92,0.5,,
BR007,2017-03-28,157.29,,8.56,13.28,18.78,,1.46,2.29,8.99,0.14,0.96,0.36,330.0,Very Poor
BR007,2017-03-29,90.88,,2.05,3.0,5.04,,1.05,3.75,10.04,0.14,0.99,0.39,258.0,Poor
BR007,2017-03-30,91.26,,2.03,2.98,5.02,,1.0,4.57,13.69,0.11,0.71,0.24,215.0,Poor
BR007,2017-03-31,106.36,,2.12,2.97,5.09,,1.2,4.21,12.5,0.09,0.5,0.17,199.0,Moderate
BR007,2017-04-01,105.55,,4.8,10.09,14.9,,1.3,4.58,16.12,0.09,0.52,0.12,256.0,Poor
BR007,2017-04-02,98.16,,1.92,3.11,5.03,,1.0,3.91,15.91,0.08,0.55,0.13,226.0,Poor
BR007,2017-04-03,114.5,,1.86,3.19,5.05,,1.33,4.01,15.59,0.11,0.51,0.18,272.0,Poor
BR007,2017-04-04,84.86,,1.8,3.25,5.05,,1.04,4.21,18.49,0.1,0.47,0.19,299.0,Poor
BR007,2017-04-05,58.75,,4.24,10.7,14.95,,1.21,3.99,13.35,0.06,0.48,0.09,139.0,Moderate
BR007,2017-04-06,83.0,,2.02,3.25,5.28,,1.19,3.93,7.61,0.1,0.62,0.17,100.0,Satisfactory
BR007,2017-04-07,96.7,,4.6,11.34,15.94,,1.5,3.97,9.87,0.08,0.53,0.14,198.0,Moderate
BR007,2017-04-08,93.16,,4.39,10.65,15.04,,1.46,4.13,15.6,0.09,0.53,0.15,228.0,Poor
BR007,2017-04-09,105.5,,1.67,3.2,4.87,,0.89,4.14,3.31,0.1,0.66,0.17,219.0,Poor
BR007,2017-04-10,230.97,,1.76,3.26,5.01,,0.97,4.1,16.77,0.08,0.46,0.12,,
BR007,2017-04-11,342.0,,4.06,10.38,14.44,,1.49,4.4,18.05,0.08,0.5,0.11,439.0,Severe
BR007,2017-04-12,146.17,,4.12,11.63,15.76,,1.78,5.33,19.05,0.13,0.58,0.15,395.0,Very Poor
BR007,2017-04-13,106.25,,6.59,20.17,26.76,,1.68,4.95,19.66,0.07,0.49,0.09,261.0,Poor
BR007,2017-04-14,,,,,,,,,,,,,,
BR007,2017-04-15,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-04-16,,,,,,,,,,,,,,
BR007,2017-04-17,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-04-18,,,,,,,,,,,,,,
BR007,2017-04-19,,,,,,,,,,,,,,
BR007,2017-04-20,,,,,,,,,,,,,,
BR007,2017-04-21,,,,,,,,,,,,,,
BR007,2017-04-22,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-04-23,,,,,,,,,,,,,,
BR007,2017-04-24,,,,,,,,,,,,,,
BR007,2017-04-25,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-04-26,,,,,,,,,,,,,,
BR007,2017-04-27,,,,,,,,,,,,,,
BR007,2017-04-28,,,,,,,,,,,,,,
BR007,2017-04-29,,,,,,,,,,,,,,
BR007,2017-04-30,,,,,,,,,,,,,,
BR007,2017-05-01,,,,,,,,,,,,,,
BR007,2017-05-02,,,,,,,,,,,,,,
BR007,2017-05-03,,,,,,,,,,,,,,
BR007,2017-05-04,,,,,,,,,,,,,,
BR007,2017-05-05,,,,,,,,,,,,,,
BR007,2017-05-06,,,,,,,,,,,,,,
BR007,2017-05-07,,,,,,,,,,,,,,
BR007,2017-05-08,,,,,,,,,,,,,,
BR007,2017-05-09,,,,,,,,,,,,,,
BR007,2017-05-10,,,,,,,,,,,,,,
BR007,2017-05-11,,,,,,,,,,,,,,
BR007,2017-05-12,,,,,,,,,,,,,,
BR007,2017-05-13,,,,,,,,,,,,,,
BR007,2017-05-14,,,,,,,,,,,,,,
BR007,2017-05-15,,,,,,,,,,,,,,
BR007,2017-05-16,,,,,,,,,,,,,,
BR007,2017-05-17,,,,,,,0.0,,,0.0,,,,
BR007,2017-05-18,,,,,,,,,,,,,,
BR007,2017-05-19,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-05-20,,,,,,,,,,,,,,
BR007,2017-05-21,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-05-22,,,,,,,,,,,,,,
BR007,2017-05-23,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-05-24,,,,,,,,,,,,,,
BR007,2017-05-25,,,,,,,,,,,0.0,0.0,,
BR007,2017-05-26,,,,,,,,,,,,,,
BR007,2017-05-27,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-05-28,,,,,,,,,,,,,,
BR007,2017-05-29,,,,,,,,,,,,,,
BR007,2017-05-30,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-05-31,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-06-01,,,,,,,,,,,,,,
BR007,2017-06-02,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-06-03,,,,,,,,,,,,,,
BR007,2017-06-04,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-06-05,,,,,,,,,,,,,,
BR007,2017-06-06,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-06-07,,,,,,,,,,,,,,
BR007,2017-06-08,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-06-09,,,,,,,,,,,,,,
BR007,2017-06-10,,,,,,,,,,,,,,
BR007,2017-06-11,,,,,,,,,,,,,,
BR007,2017-06-12,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-06-13,,,,,,,,,,,,,,
BR007,2017-06-14,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-06-15,,,,,,,,,,,,,,
BR007,2017-06-16,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-06-17,,,,,,,,,,,,,,
BR007,2017-06-18,,,,,,,,,,,,,,
BR007,2017-06-19,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-06-20,,,,,,,,,,,,,,
BR007,2017-06-21,,,,,,,0.0,,,0.0,,0.0,,
BR007,2017-06-22,,,,,,,,,,,,,,
BR007,2017-06-23,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-06-24,,,,,,,,,,,,,,
BR007,2017-06-25,,,,,,,,,,,,,,
BR007,2017-06-26,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-06-27,,,,,,,,,,,,,,
BR007,2017-06-28,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-06-29,,,,,,,,,,,,,,
BR007,2017-06-30,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-07-01,,,,,,,,,,,,,,
BR007,2017-07-02,,,,,,,,,,,,,,
BR007,2017-07-03,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-07-04,,,,,,,,,,,,,,
BR007,2017-07-05,,,,,,,,,,,,,,
BR007,2017-07-06,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-07-07,,,,,,,,,,,,,,
BR007,2017-07-08,,,,,,,,,,,,,,
BR007,2017-07-09,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-07-10,,,,,,,,,,,,,,
BR007,2017-07-11,,,,,,,,,,,,,,
BR007,2017-07-12,,,,,,,,,,,,,,
BR007,2017-07-13,,,,,,,,,,,,,,
BR007,2017-07-14,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-07-15,,,,,,,,,,,,,,
BR007,2017-07-16,,,,,,,,,,,,,,
BR007,2017-07-17,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-07-18,,,,,,,,,,,,,,
BR007,2017-07-19,,,,,,,,,,,,,,
BR007,2017-07-20,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-07-21,,,,,,,,,,,,,,
BR007,2017-07-22,,,,,,,,,,,,,,
BR007,2017-07-23,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-07-24,,,,,,,,,,,,,,
BR007,2017-07-25,,,,,,,,,,,,,,
BR007,2017-07-26,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-07-27,,,,,,,,,,,,,,
BR007,2017-07-28,,,,,,,,,,,,,,
BR007,2017-07-29,,,,,,,,,,,,,,
BR007,2017-07-30,,,,,,,,,,,,,,
BR007,2017-07-31,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-08-01,,,,,,,,,,,,,,
BR007,2017-08-02,,,,,,,,,,,,,,
BR007,2017-08-03,,,,,,,,,,,,,,
BR007,2017-08-04,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-08-05,,,,,,,,,,,,,,
BR007,2017-08-06,,,,,,,,,,,,,,
BR007,2017-08-07,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-08-08,,,,,,,,,,,,,,
BR007,2017-08-09,,,,,,,,,,,,,,
BR007,2017-08-10,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-08-11,,,,,,,,,,,,,,
BR007,2017-08-12,,,,,,,,,,,,,,
BR007,2017-08-13,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-08-14,,,,,,,,,,,,,,
BR007,2017-08-15,,,,,,,,,,,,,,
BR007,2017-08-16,,,,,,,,,,,,,,
BR007,2017-08-17,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-08-18,,,,,,,,,,,,,,
BR007,2017-08-19,,,,,,,,,,,,,,
BR007,2017-08-20,,,,,,,,,,,,,,
BR007,2017-08-21,,,,,,,,,,,,,,
BR007,2017-08-22,,,,,,,,,,,,,,
BR007,2017-08-23,,,,,,,,,,,,,,
BR007,2017-08-24,,,,,,,,,,,,,,
BR007,2017-08-25,,,,,,,,,,,,,,
BR007,2017-08-26,,,,,,,,,,,,,,
BR007,2017-08-27,,,,,,,,,,,,,,
BR007,2017-08-28,,,,,,,,,,,,,,
BR007,2017-08-29,,,,,,,,,,,,,,
BR007,2017-08-30,,,,,,,,,,,,,,
BR007,2017-08-31,,,,,,,,,,,,,,
BR007,2017-09-01,,,,,,,,,,,,,,
BR007,2017-09-02,,,,,,,,,,,,,,
BR007,2017-09-03,,,,,,,,,,,,,,
BR007,2017-09-04,,,,,,,,,,,,,,
BR007,2017-09-05,,,,,,,,,,,,,,
BR007,2017-09-06,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-09-07,,,,,,,,,,,,,,
BR007,2017-09-08,,,,,,,,,,,,,,
BR007,2017-09-09,,,,,,,,,,,,,,
BR007,2017-09-10,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-09-11,,,,,,,,,,,,,,
BR007,2017-09-12,,,,,,,,,,,,,,
BR007,2017-09-13,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-09-14,,,,,,,,,,,,,,
BR007,2017-09-15,,,,,,,,,,,,,,
BR007,2017-09-16,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-09-17,,,,,,,,,,,,,,
BR007,2017-09-18,,,,,,,,,,,,,,
BR007,2017-09-19,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-09-20,,,,,,,,,,,,,,
BR007,2017-09-21,,,,,,,,,,,,,,
BR007,2017-09-22,,,,,,,,,,,,,,
BR007,2017-09-23,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-09-24,,,,,,,,,,,,,,
BR007,2017-09-25,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-09-26,67.0,,5.81,23.4,17.82,,0.27,7.53,16.44,0.04,0.51,0.08,,
BR007,2017-09-27,81.75,,66.18,56.05,92.27,,0.33,11.56,3.48,0.02,0.15,0.09,,
BR007,2017-09-28,84.56,,18.18,30.04,30.76,,0.65,11.76,13.32,0.1,0.73,0.29,,
BR007,2017-09-29,37.5,,3.65,10.05,16.6,,0.04,4.2,,0.0,0.07,0.02,,
BR007,2017-09-30,46.12,,7.74,13.24,13.35,,0.06,6.25,6.82,0.01,0.1,0.03,,
BR007,2017-10-01,56.35,,7.29,22.17,19.34,,0.37,6.12,26.6,0.05,0.56,0.12,,
BR007,2017-10-02,45.22,,8.06,16.61,19.88,,0.38,5.52,12.34,0.06,0.67,0.11,91.0,Satisfactory
BR007,2017-10-03,24.27,,14.32,20.42,39.73,,0.27,3.5,1.9,0.04,0.32,0.12,69.0,Satisfactory
BR007,2017-10-04,48.47,,14.63,25.61,45.4,,0.41,3.45,2.35,0.06,0.54,0.24,77.0,Satisfactory
BR007,2017-10-05,46.4,,14.64,21.29,41.89,,0.07,5.08,2.16,0.06,0.44,0.19,81.0,Satisfactory
BR007,2017-10-06,49.56,,14.26,27.38,42.64,,0.37,5.25,26.31,0.05,0.41,0.17,,
BR007,2017-10-07,37.23,,5.59,22.59,23.05,,0.23,6.72,47.46,0.03,0.36,0.08,,
BR007,2017-10-08,71.67,,16.52,49.33,40.39,,0.57,9.34,26.08,0.07,0.66,0.2,,
BR007,2017-10-09,53.04,,15.57,23.42,35.55,,0.48,7.14,13.73,0.06,0.68,0.17,128.0,Moderate
BR007,2017-10-10,42.42,,19.87,20.6,40.18,,0.08,5.83,4.56,0.01,0.11,0.02,84.0,Satisfactory
BR007,2017-10-11,42.0,,96.9,57.94,109.78,,0.21,9.59,9.84,0.01,0.12,0.06,,
BR007,2017-10-12,59.5,,12.26,34.38,28.26,,0.07,9.64,34.41,0.01,0.11,0.02,,
BR007,2017-10-13,71.12,,10.84,31.69,25.66,,0.08,12.06,33.81,0.01,0.16,0.05,,
BR007,2017-10-14,94.8,,4.38,29.8,19.4,,0.17,12.71,70.41,0.02,0.26,0.04,,
BR007,2017-10-15,128.78,,17.3,63.63,47.92,,0.62,14.06,33.87,0.06,0.53,0.13,,
BR007,2017-10-16,124.34,,16.55,44.6,39.43,,0.53,12.86,13.99,0.09,0.61,0.14,307.0,Very Poor
BR007,2017-10-17,114.65,,13.01,48.54,44.39,,0.26,7.53,35.57,0.03,0.23,0.08,,
BR007,2017-10-18,88.38,,13.14,44.41,44.95,,0.09,6.95,29.1,0.01,0.09,0.03,,
BR007,2017-10-19,84.43,,15.13,35.42,33.57,,0.5,15.41,14.67,0.05,0.63,0.17,,
BR007,2017-10-20,,,11.43,22.25,42.2,,0.02,9.8,2.2,0.0,0.03,0.01,,
BR007,2017-10-21,44.5,,15.39,28.58,29.46,,0.17,9.83,28.96,0.02,0.25,0.07,,
BR007,2017-10-22,,,,,,,0.0,,,0.0,0.0,0.0,,
BR007,2017-10-23,106.42,,44.94,76.92,92.02,,0.63,10.65,34.64,0.06,0.36,0.16,,
BR007,2017-10-24,148.2,,48.95,85.68,91.32,,1.18,12.57,40.72,0.12,0.63,0.34,,
BR007,2017-10-25,185.62,,45.73,65.7,72.98,,1.56,13.47,13.77,0.17,0.97,0.37,342.0,Very Poor
BR007,2017-10-26,158.58,,20.02,45.43,40.44,,1.19,9.57,37.19,0.18,1.35,0.35,341.0,Very Poor
BR007,2017-10-27,165.01,,20.16,42.9,41.76,,1.01,7.66,39.35,0.13,1.18,0.26,335.0,Very Poor
BR007,2017-10-28,146.45,,57.56,85.82,94.11,,0.79,21.46,36.22,0.1,0.48,0.32,331.0,Very Poor
BR007,2017-10-29,113.67,,31.78,55.14,55.14,,0.84,10.6,33.95,0.16,1.34,0.44,305.0,Very Poor
BR007,2017-10-30,138.54,,48.93,52.44,69.64,,0.43,3.32,12.98,0.1,0.68,0.2,296.0,Poor
BR007,2017-10-31,43.54,,23.46,36.0,29.03,,0.29,8.42,31.24,0.08,0.74,0.22,73.0,Satisfactory
BR007,2017-11-01,,,,,0.0,,0.0,,,0.0,0.0,0.0,75.0,Satisfactory
BR007,2017-11-02,117.86,,36.27,51.29,26.02,,0.29,7.22,13.06,0.08,0.51,0.18,,
BR007,2017-11-03,114.19,,216.65,226.06,67.76,,1.15,14.81,9.27,0.24,1.63,0.31,,
BR007,2017-11-04,111.81,,131.31,163.2,122.4,,1.98,18.5,19.87,0.75,5.0,0.68,286.0,Poor
BR007,2017-11-05,115.11,,81.14,137.49,84.83,,1.56,20.26,22.99,0.67,5.26,0.6,276.0,Poor
BR007,2017-11-06,112.84,,45.89,136.02,63.09,,1.18,21.96,26.04,0.58,4.62,0.46,289.0,Poor
BR007,2017-11-07,147.55,,35.54,143.99,58.85,,1.22,19.8,32.51,0.51,4.43,0.42,286.0,Poor
BR007,2017-11-08,246.45,,64.93,173.62,84.36,,2.17,24.95,33.79,0.75,4.52,0.55,354.0,Very Poor
BR007,2017-11-09,296.86,,56.73,173.39,79.33,,2.26,20.66,29.74,0.82,4.56,0.57,430.0,Severe
BR007,2017-11-10,318.54,,220.86,266.46,203.0,,5.08,21.41,29.94,0.98,5.37,0.87,439.0,Severe
BR007,2017-11-11,263.01,,120.78,178.84,132.18,,2.67,26.09,25.62,1.03,5.7,0.84,429.0,Severe
BR007,2017-11-12,192.85,,56.27,141.94,70.91,,1.76,23.98,38.29,0.75,5.35,0.55,372.0,Very Poor
BR007,2017-11-13,173.11,,116.65,169.82,114.74,,2.7,21.17,18.27,0.85,5.22,0.7,345.0,Very Poor
BR007,2017-11-14,166.83,,137.77,239.18,166.51,,2.98,21.39,37.81,1.02,6.22,3.5,341.0,Very Poor
BR007,2017-11-15,106.35,,71.19,137.59,78.83,,1.48,20.43,41.86,0.77,5.42,3.59,314.0,Very Poor
BR007,2017-11-16,109.71,,36.38,108.12,50.08,,1.06,21.61,54.34,0.58,4.7,2.39,250.0,Poor
BR007,2017-11-17,110.19,,68.93,130.19,75.54,,1.42,22.51,51.18,0.57,5.03,2.36,233.0,Poor
BR007,2017-11-18,136.59,,125.54,177.7,136.55,,2.19,22.27,50.07,0.81,5.27,3.59,306.0,Very Poor
BR007,2017-11-19,165.27,,70.47,173.97,87.81,,1.75,26.1,35.41,0.76,5.47,3.46,310.0,Very Poor
BR007,2017-11-20,181.46,,17.17,112.13,39.46,,1.19,24.59,82.15,0.45,4.1,1.69,360.0,Very Poor
BR007,2017-11-21,136.75,,16.6,110.96,38.81,,0.87,19.85,118.98,0.41,3.48,1.44,322.0,Very Poor
